XML-ID,Wikidata_ID,Viaf ID,NHRP ID,Given Name,Surname,Name,Year of Birth,Year of Death,Lifespan,Country of co=itizenship,Occupation,Instance,Gender,Brief Description
peSoT,Q17350340,34209042,,SOPHUS [CARL FREDERIK],TORUP,SOPHUS [CARL FREDERIK] TORUP,1861,1937,1861-1937,Norway,university teacher,human,male,dansk-norsk fysiolog.
peGT,,,,GIUGLIELMO,TRAMONTANO,GIUGLIELMO TRAMONTANO,,,,,,human,,"italiensk hotelleier, Sorrento."
peLT,Q76044,2780870,,LUDWIG,TRAUBE,LUDWIG TRAUBE,1861,1907,1861-1907,Germany,university teacher,human,male,tysk filolog.
peHBT,Q1352525,46751757,,HERBERT BEERBOHM,TREE,HERBERT BEERBOHM TREE,1852,1917,1852-1917,United Kingdom,director,human,male,engelsk skuespiller og teaterleder.
peWT,,,,,,TROITZH (muligens: TROITZSCH),,,,,,human,,ikke identifisert. Sannsynligvis kirurg (
peSeTu,Q2263309,2840479,,SEBASTIANO,TURBIGLIO,SEBASTIANO TURBIGLIO,1842,1901,1842-1901,Kingdom of Italy,politician,human,male,italiensk filosof.
peFCFT,Q12311219,,,[FREDERIK CHRISTIAN] FERDINAND,TUTEIN,[FREDERIK CHRISTIAN] FERDINAND TUTEIN,1830,1912,1830-1912,Denmark,politician,human,male,dansk politiker og godseier.
peCT,Q824030,292419623,,[NILS] CHRISTIAN,TØNSBERG,[NILS] CHRISTIAN TØNSBERG,1813,1897,1813-1897,Norway,writer,human,male,norsk bokhandler og forlegger.
peMDTg,,,,MAREN DOROTHEA,TØNSBERG,MAREN DOROTHEA TØNSBERG,1813,1893,1813-1893,,,human,,norsk bokhandlerhustru.
peATT,,,,ALBERT THEODOR,TÖTTERMAN,ALBERT THEODOR TÖTTERMAN,1838,1913,1838-1913,,,human,,finsk konsul.
peKU,Q13434144,96244379,pf01036392093805,KARL [KRISTIAN],UCHERMANN,KARL [KRISTIAN] UCHERMANN,1855,1940,1855-1940,Norway,architect,human,male,norsk maler.
peMAU,Q377392,4050360,,MARTIN [ANDREAS],UDBYE,MARTIN [ANDREAS] UDBYE,1820,1889,1820-1889,Norway,composer,human,male,norsk komponist og organist.
peOGU,Q449478,18305272,,OLE GABRIEL [GABRIELSEN],UELAND,OLE GABRIEL [GABRIELSEN] UELAND,1799,1870,1799-1870,Norway,teacher,human,male,norsk gårdbruker og politiker.
peUgg,,,,herr,UGGLA,herr UGGLA,,,,,,human,,"svensk, ikke identifisert."
peUll,Q4588221,73542641,pf01037177001329,VIGGO,ULLMANN,VIGGO ULLMANN,1848,1910,1848-1910,Norway,teacher,human,male,"norsk skolemann, politiker og embetsmann."
peInUn,Q6219796,29909795,pf01038310008364,INGVALD [MARTIN],UNDSET,INGVALD [MARTIN] UNDSET,1853,1893,1853-1893,Norway,archaeologist,human,male,norsk arkeolog.
peCRU,Q962232,8122722,pf01053257054039,CARL RICHARD,UNGER,CARL RICHARD UNGER,1817,1897,1817-1897,Norway,historian,human,male,norsk filolog og kildeutgiver.
peCU,Q4942999,,pf01052055002885,CLARA [HANSINE],URSIN,CLARA [HANSINE] URSIN,1827,1889,1827-1889,Denmark,actor,human,female,dansk-norsk skuespillerinne og operasangerinne.
peUrs,Q4006540,,,,,URSULUS,,,,Ancient Rome,politician,human,male,embetsmann i Østromerriket.
peHeVa,Q557360,59090121,,HERMANN (Bamberger),VÁMBÉRY,HERMANN (Bamberger) VÁMBÉRY,1832,1913,1832-1913,Austria-Hungary,writer,human,male,ungarsk reisende og språkforsker.
peHV,Q1612947,36908206,,HERMANN,VARNHAGEN,HERMANN VARNHAGEN,1850,1924,1850-1924,Germany,university teacher,human,male,tysk anglist og romanist (
peJEVa,,,,JOHANNA EMILIA,VASENIUS,JOHANNA EMILIA VASENIUS,1853,1942,1853-1942,,,human,,finsk bibliotekar- og forfatterhustru.
peVaVa,Q5490866,12670135,,[GUSTAF] VALFRID,VASENIUS,[GUSTAF] VALFRID VASENIUS,1848,1928,1848-1928,Finland,treasurer,human,male,finsk bibliotekar og forfatter.
peVVe,Q3434171,64818173,,VALDEMAR,VEDEL,VALDEMAR VEDEL,1865,1942,1865-1942,Denmark,professor,human,male,dansk litteraturforsker.
peElVe,,,,ELLEN,VETTER,ELLEN VETTER,,,,,,human,,sveitsisk litteraturhistorikerhustru.
peFV,Q1351559,54404442,,FERDINAND,VETTER,FERDINAND VETTER,1847,1924,1847-1924,Switzerland,university teacher,human,male,"sveitsisk germanist, lyriker og dramatiker."
peJV,Q6224495,283661824,,JOHAN [LUDVIG NIELS HENRIK],VIBE,JOHAN [LUDVIG NIELS HENRIK] VIBE,1840,1897,1840-1897,Norway,editor,human,male,"norsk jurist, forfatter og teatermann."
peFLV,Q1809542,305832318,pf01052055035135,[FREDERIK] LUDVIG,VIBE,[FREDERIK] LUDVIG VIBE,1803,1881,1803-1881,Norway,translator,human,male,norsk klassiskfilolog og skolemann.
peOVi,Q4581225,9198799,pd00000011455411,OLE,VIG,OLE VIG,1824,1857,1824-1857,Norway,poet,human,male,norsk folkeopplysningsmann.
peVikt2,Q168691,95301792,,,,VIKTOR EMANUEL 2. (Vittorio Emanuele),1820,1878,1820-1878,Kingdom of Italy,monarch,human,male,italiensk konge.
peVil1,Q150652,43148190,,,,VILHELM 1.,1797,1888,1797-1888,Kingdom of Prussia,monarch,human,male,tysk monark.
peAOV,Q303687,36974188,pd00000013662256,AASMUND OLAVSSON,VINJE,AASMUND OLAVSSON VINJE,1818,1870,1818-1870,Norway,writer,human,male,"norsk forfatter, journalist og jurist."
peGV,Q708557,46806494,,GEORG [JOSEPH],VOGLER,GEORG [JOSEPH] VOGLER,1749,1814,1749-1814,Sweden,composer,human,male,tysk prest og musiker.
peHAV,,,,HELENE ANDREA,VOGT,HELENE ANDREA VOGT,1861,1906,1861-1906,,,human,,norsk journalisthustru.
peNVo,Q3360684,103724313,pf01036392088406,NILS,VOGT,NILS VOGT,1859,1927,1859-1927,Norway,contributing editor,human,male,norsk pressemann.
peNCV,Q1992327,28163468,pf01053257028200,NILS COLLETT,VOGT,NILS COLLETT VOGT,1864,1937,1864-1937,Norway,writer,human,male,norsk forfatter.
peVVo,Q6884243,4957216,pf01052055002823,[HENRIK LUDVIG] VOLRATH,VOGT,[HENRIK LUDVIG] VOLRATH VOGT,1817,1889,1817-1889,Norway,writer,human,male,norsk lærer og lærebokforfatter.
peAVo,,,,ADOLF,VOLLMANN,ADOLF VOLLMANN,1828,1910,1828-1910,,,human,,tysk-norsk kjøpmann.
peGvV,Q91433,74649097,,GEORG [HEINRICH] VON,VOLLMAR [AUF VELTHEIM],GEORG [HEINRICH] VON VOLLMAR [AUF VELTHEIM],1850,1922,1850-1922,Germany,politician,human,male,tysk politiker.
peJvV,Q98870391,,,JULIA VON,VOLLMAR,JULIA VON VOLLMAR,1849,1923,1849-1923,Sweden,writer,human,female,svensk-tysk politikerhustru.
pePCV,Q20747029,279416257,,PETER [CHRISTIANSEN],VOSS,PETER [CHRISTIANSEN] VOSS,1837,1909,1837-1909,Norway,teacher,human,male,norsk skolemann.
peRV,Q71427,57392470,,RICHARD,VOSS,RICHARD VOSS,1851,1918,1851-1918,Kingdom of Prussia,writer,human,male,tysk forfatter.
peEVu,Q4575499,189466081,pf01052055032265,ERIK,VULLUM,ERIK VULLUM,1850,1916,1850-1916,Norway,politician,human,male,"norsk journalist, forfatter og politiker."
peMaVu,Q13534333,67273734,,[ROTA] MARGRETHE,VULLUM,[ROTA] MARGRETHE VULLUM,1846,1918,1846-1918,Norway,journalist,human,female,"dansk-norsk folkehøyskolelærerinne, journalist og kritiker."
peCaWa,Q18274740,,,CARL,WACHTMEISTER,CARL WACHTMEISTER,1823,1871,1823-1871,Sweden,politician,human,male,"svensk greve, diplomat og utenriksminister."
peRWag,Q1511,29732107,,[WILHELM] RICHARD,WAGNER,[WILHELM] RICHARD WAGNER,1813,1883,1813-1883,Germany,writer,human,male,tysk komponist.
peAWE,,,,MINA (Abrahamine),WAHL,MINA (Abrahamine) WAHL,1813,,1813-,,,human,,norsk guvernante og instrumentmakerhustru.
peFMW,Q5499496,230267337,pf01036392080997,FREDRIK MELTZER,WALLEM,FREDRIK MELTZER WALLEM,1837,1922,1837-1922,Norway,journalist,human,male,norsk fiskeriinspektør.
peFWa,Q94841604,32765736,,FRANZ,WALLNER,FRANZ WALLNER,1854,1940,1854-1940,,actor,human,male,tysk skuespiller og forfatter.
peCWa,,,,CHRISTOPHER [JOHAN],WALLROTH,CHRISTOPHER [JOHAN] WALLROTH,1841,1916,1841-1916,,,human,,svensk landskapsmaler.
peFeWa,Q95282,80986,,FERDINAND,WALTER,FERDINAND WALTER,1794,1879,1794-1879,Germany,politician,human,male,tysk rettslærd.
peCBW,,,,CARL B.,WALTZ,CARL B. WALTZ,,,,,,human,,østerriksk funksjonær.
peJWa,Q18508370,16297526,pf01036392078457,JENS [WALDEMAR],WANG,JENS [WALDEMAR] WANG,1859,1926,1859-1926,Norway,painter,human,male,norsk maler og teatermaler.
peKWa,Q4992875,5053619,,KARL [JOHAN],WARBURG,KARL [JOHAN] WARBURG,1852,1918,1852-1918,Sweden,politician,human,male,svensk litteraturhistoriker.
peWBW,,,,W. BARON VON,WARBURG,W. BARON VON WARBURG,,,,,,human,,tysk forfatter.
peRW,Q52052779,93730126,,ROBERT,WATT ['vat],ROBERT WATT ['vat],1837,1894,1837-1894,Denmark,author,human,male,dansk forfatter og teaterleder.
peAnWa,Q183221,46882028,,ANTOINE,WATTEAU,ANTOINE WATTEAU,1684,1721,1684-1721,France,artist,human,male,fransk maler.
peJJW,Q90909,67235865,,JOHANN JAKOB,WEBER,JOHANN JAKOB WEBER,1803,1880,1803-1880,Switzerland,bookseller,human,male,tysk forlegger.
peWed,Q17120571,,pf01038103003368,[JOHAN CASPAR] HERMAN [NICOLAI],WEDEL-JARLSBERG,[JOHAN CASPAR] HERMAN [NICOLAI] WEDEL-JARLSBERG,1851,1914,1851-1914,Norway,politician,human,male,norsk godseier.
peMWJ,,,,MIMI (Mathilde),WEDEL-JARLSBERG,MIMI (Mathilde) WEDEL-JARLSBERG,1852,1932,1852-1932,,,human,,norsk godseierhustru.
peAWeg,,,,ANDREA,WEGENER,ANDREA WEGENER,,1875,-1875,,,human,,dansk gårdeierhustru.
pePW,Q3364185,34344439,,PHILIP,WEILBACH,PHILIP WEILBACH,1834,1900,1834-1900,Denmark,art historian,human,male,dansk kunsthistoriker.
peHWe,Q16937955,24886668,,HERMANN,WEISS,HERMANN WEISS,1822,1897,1822-1897,Germany,painter,human,male,"tysk maler, kobberstikker og kulturhistoriker."
peJoaHW,,,,JOACHIM [HEIBERG],WELHAVEN,JOACHIM [HEIBERG] WELHAVEN,1820,1878,1820-1878,,,human,,"norsk skuespiller og oppleser, ingeniør og litterat."
peJSW,Q954720,7442073,pl00000000005341,JOHAN SEBASTIAN [CAMMERMEYER],WELHAVEN,JOHAN SEBASTIAN [CAMMERMEYER] WELHAVEN,1807,1873,1807-1873,Norway,writer,human,male,norsk dikter.
peEWe,Q525092,246870727,pf01036373008092,ERIK [THEODOR],WERENSKIOLD,ERIK [THEODOR] WERENSKIOLD,1855,1938,1855-1938,Norway,illustrator,human,male,"norsk tegner, maler og grafiker."
peHW,Q11974254,944149198207674940001,,HARALD [TITUS ALEXIS],WERGELAND,HARALD [TITUS ALEXIS] WERGELAND,1811,1893,1811-1893,Norway,,human,male,"norsk jordbruker, gårdeier og tjenestemann."
peJFOW,Q3355133,227296380,pf01052887008577,[JOSEPH FRANTZ] OSCAR,WERGELAND,[JOSEPH FRANTZ] OSCAR WERGELAND,1815,1895,1815-1895,Norway,military officer,human,male,norsk offiser.
peOWe,Q4129638,95996231,pf01037045041293,OSCAR [ARNOLD],WERGELAND,OSCAR [ARNOLD] WERGELAND,1844,1910,1844-1910,Norway,painter,human,male,norsk maler.
peAW,Q646517,32099140,,ALICE,WERNER,ALICE WERNER,1859,1935,1859-1935,United Kingdom,writer,human,female,engelsk språklærerinne.
peJWe,Q64859777,62322689,,JULIUS,WERTHER,JULIUS WERTHER,1838,1910,1838-1910,,playwright,human,male,tysk teaterleder og forfatter.
peJHW,Q649747,34499409,,JOHAN HERMAN,WESSEL,JOHAN HERMAN WESSEL,1742,1785,1742-1785,Norway,writer,human,male,norsk-dansk dikter.
peHWes,,,,HENRIC [LAURENTIUS],WESTIN,HENRIC [LAURENTIUS] WESTIN,1824,1899,1824-1899,,,human,,svensk embetsmann og forfatter.
peRWe,Q4587326,102357837,pf01036392075119,RAGNA [MARIE],WETTERGREN,RAGNA [MARIE] WETTERGREN,1864,1958,1864-1958,Norway,actor,human,female,norsk skuespillerinne.
peWick,,,,[NIELS JACOB EMIL] NILS,WICKSTRØM,[NIELS JACOB EMIL] NILS WICKSTRØM,1848,1879,1848-1879,,,human,,norsk sceneinstruktør.
peGW,Q1556531,120844,,GUSTAV [JOHANNES],WIED,GUSTAV [JOHANNES] WIED,1858,1914,1858-1914,Denmark,writer,human,male,dansk forfatter.
peAVW,Q6240593,,,[ANTON] WILHELM,WIEHE,[ANTON] WILHELM WIEHE,1826,1884,1826-1884,Denmark,actor,human,male,dansk skuespiller.
peKWi,Q55675291,47538048,,CARL/KARL,WIENE,CARL/KARL WIENE,1852,1913,1852-1913,,actor,human,male,østerriksk skuespiller.
peHaWi,Q6240646,64379844,,HARALD [OSSIAN],WIESELGREN,HARALD [OSSIAN] WIESELGREN,1835,1906,1835-1906,Sweden,librarian,human,male,"svensk biblioteksmann og historisk forfatter (K&E 1, 320)."
peOW,Q6241025,51658444,,[CARL] OSCAR,WIJKANDER,[CARL] OSCAR WIJKANDER,1826,1899,1826-1899,Sweden,poet,human,male,svensk forfatter og teatermann.
peHWil,,,,HERMANN,WILBERG,HERMANN WILBERG,,,,,,human,,tysk dramatiker.
peAWi,Q67953,50021760,,ADOLF VON,WILBRANDT,ADOLF VON WILBRANDT,1837,1911,1837-1911,Germany,writer,human,male,tysk forfatter.
peDrWi,,,,dr.,WILLE,dr. WILLE,,,,,,human,,"ikke identifisert, jf. kommentar til brevet."
peHJW,,,,HANS JACOB,WILLE,HANS JACOB WILLE,1816,1863,1816-1863,,,human,,norsk marineoffiser.
peMW,Q75803,45095663,,MARIANNE VON,WILLEMER,MARIANNE VON WILLEMER,1784,1860,1784-1860,Austria,writer,human,female,tysk danserinne.
peAWil,Q6243223,45079190,,[PER] ANDERS [JOHAN],WILLMAN,[PER] ANDERS [JOHAN] WILLMAN,1834,1898,1834-1898,Sweden,actor,human,male,svensk operasanger og teaterdirektør.
peCW,Q4275481,220049969,,CHRISTIAN [FREDERIK (Friedrich) EMIL],WILSTER,CHRISTIAN [FREDERIK (Friedrich) EMIL] WILSTER,1797,1840,1797-1840,Denmark,poet,human,male,dansk forfatter.
peIW,,,,I.,WINCKEL,I. WINCKEL,,,,,,human,,"ikke identifisert, sannsynligvis tysk eller østerriksk."
peJJWi,Q57280,64019631,,JOHANN JOACHIM,WINCKELMANN,JOHANN JOACHIM WINCKELMANN,1717,1768,1717-1768,Germany,librarian,human,male,tysk arkeolog.
peMMW,Q12327502,,,MOGENS [MOGENSEN],WINGAARD,MOGENS [MOGENSEN] WINGAARD,1636,1711,1636-1711,Denmark,poet,human,male,dansk skolemann og forfatter.
pePWi,Q4111482,45613790,,PER [CARL],WINGE,PER [CARL] WINGE,1858,1935,1858-1935,Norway,composer,human,male,norsk komponist og dirigent.
peFW,Q3076966,59071137,,[ERHARDT] FREDERIK (Friederich),WINKEL HORN,[ERHARDT] FREDERIK (Friederich) WINKEL HORN,1845,1898,1845-1898,Denmark,historian,human,male,dansk litteraturhistoriker.
peHWi,Q4355927,315537027,,HEDVIG [CHARLOTTA],WINTERHJELM/WINTER-HJELM,HEDVIG [CHARLOTTA] WINTERHJELM/WINTER-HJELM,1838,1907,1838-1907,Sweden,actor,human,female,svensk skuespillerinne.
peKAWi,Q6244639,46600484,,KRISTIAN ANASTAS,WINTERHJELM/WINTER-HJELM,KRISTIAN ANASTAS WINTERHJELM/WINTER-HJELM,1843,1915,1843-1915,Norway,writer,human,male,norsk journalist.
peFWW,Q94894203,308204022,,FRITZ,WITTE-WILD,FRITZ WITTE-WILD,1848,1930,1848-1930,,actor,human,male,"tysk teaterdirektør og regissør (Sagen 2009, 93)."
peRWo,Q2164777,47540348,,ROMAN [MICHAEL],WOERNER,ROMAN [MICHAEL] WOERNER,1863,1945,1863-1945,Germany,writer,human,male,tysk litteraturhistoriker.
peLW,Q4990688,221992136,pf01038027022773,[KAREN] LUCIE,WOLF,[KAREN] LUCIE WOLF,1833,1902,1833-1902,Norway,actor,human,female,norsk skuespillerinne.
peJWNW,Q6245886,,pf01038027022772,[JACOB WILHELM] NICOLAI,WOLF,[JACOB WILHELM] NICOLAI WOLF,1824,1875,1824-1875,Norway,actor,human,male,dansk-norsk operasanger og skuespiller.
peFWo,,,,FREDERIK HERMAN (Friedrich Hermann),WOLFHAGEN,FREDERIK HERMAN (Friedrich Hermann) WOLFHAGEN,1818,1894,1818-1894,,,human,,dansk embetsmann og politiker.
peCLW,,,,CARSTEN [LÜTKEN],WOLL,CARSTEN [LÜTKEN] WOLL,1827,1897,1827-1897,,,human,,"norsk skuespiller, skomaker og emissær."
peLFMRW,Q707676,76324471,,LOUIS FRANÇOIS MICHEL RAYMOND,WOLOWSKI,LOUIS FRANÇOIS MICHEL RAYMOND WOLOWSKI,1810,1876,1810-1876,France,lawyer,human,male,polsk-fransk økonomisk forfatter og politiker.
peCWo,Q72173,40174742,,CHARLOTTE,WOLTER,CHARLOTTE WOLTER,1834,1897,1834-1897,Germany,stage actor,human,female,østerriksk skuespillerinne.
peAvWo,Q1487508,36993070,,ALFRED [FREIHERR] VON,WOLZOGEN,ALFRED [FREIHERR] VON WOLZOGEN,1823,1883,1823-1883,Germany,writer,human,male,tysk teaterleder og forfatter (DBI).
peJW,,,,[JOHAN] JAKOB,WOXEN,[JOHAN] JAKOB WOXEN,1856,1920,1856-1920,,,human,,"norsk embetsmann (Anker 2, 75; jf. HU 19, 540)."
peKW,,,,KARL (Carl Gustav Marius),WOXEN,KARL (Carl Gustav Marius) WOXEN,1848,,1848-,,,human,,norsk jurist.
peBW,,,,BERNHARD,WULFF,BERNHARD WULFF,1844,1922,1844-1922,,,human,,dansk journalist.
peEZ,,,,[CARL] ERIC [ADAM],ZACHRISON,[CARL] ERIC [ADAM] ZACHRISON,1850,1911,1850-1911,,,human,,svensk skuespiller.
peRSch,,,,RIKKA (Ulrikke Cathrine),ZEIER,RIKKA (Ulrikke Cathrine) ZEIER,1838,1874,1838-1874,,,human,,norsk sakfører- og gårdbrukerhustru (NPSA 3:2).
peZi,,,,herr,ZIMMERMANN,herr ZIMMERMANN,,,,,,human,,ikke identifisert.
peAZ,Q1403114,47787200,,AUGUSTE (Gustava Sophia Agneta),ZINCK,AUGUSTE (Gustava Sophia Agneta) ZINCK,1821,1895,1821-1895,Germany,writer,human,female,tysk forfatterinne og oversetter.
peEZol,Q504,32004502,,ÉMILE,ZOLA,ÉMILE ZOLA,1840,1902,1840-1902,France,photographer,human,male,fransk forfatter.
peHZ,Q94836954,25368509,,HEINRICH,ZSCHALIG,HEINRICH ZSCHALIG,1848,1929,1848-1929,,translator,human,male,"tysk filolog og forfatter (Anker 2, 107; Lüdtke red. 1973)."
peDZ,Q1783000,13235352,pf01036392109847,DIKKEN (Henrikke Barbara Wind Daae),ZWILGMEYER,DIKKEN (Henrikke Barbara Wind Daae) ZWILGMEYER,1853,1913,1853-1913,Norway,writer,human,female,norsk forfatterinne.
peCGO,,,,CLAES GUSTAF,ÖSTBERG,CLAES GUSTAF ÖSTBERG,1852,,1852-,,,human,,svensk konsul.
peViO,Q2674172,23189838,,VILHELM (Wilhelm),ØSTERGAARD,VILHELM (Wilhelm) ØSTERGAARD,1852,1928,1852-1928,Denmark,writer,human,male,dansk forfatter.
peHOst,Q16650668,,,HANS,ÖSTERLING,HANS ÖSTERLING,1847,1925,1847-1925,Sweden,editor,human,male,"svensk redaktør og forlegger (GEBB 8, 79)."
peGA,Q4990987,3417161634377210850006,,GURLI (Johanna Carolina),ÅBERG,GURLI (Johanna Carolina) ÅBERG,1843,1922,1843-1922,Sweden,actor,human,female,svensk skuespillerinne.
peEAa,Q56487656,308787754,,[CHRISTIAN] EBERHARD,ÅBJÖRNSSON,[CHRISTIAN] EBERHARD ÅBJÖRNSSON,1828,1895,1828-1895,Norway,,human,male,svensk skuespiller og teaterdirektør.
peWAb,Q42174728,5242161696249416120006,,WILLIAM [GOTTLIEB],ÅBJÖRNSSON,WILLIAM [GOTTLIEB] ÅBJÖRNSSON,1851,1889,1851-1889,,actor,human,male,svensk skuespiller og oversetter for teateret.
peSvA,,,,SVEA,ÅHMAN,SVEA ÅHMAN,,,,,,human,,svensk skuespillerinne.
peHeA,Q31672746,592161882129534100008,,HENRIK,ÅKERMAN,HENRIK ÅKERMAN,1840,1905,1840-1905,Sweden,diplomat,human,male,"svensk diplomat (SMK 8, 504)."
peLJA,Q71407197,262151776747118010241,,LOUISE JULIE JACQUETTE,ÅKERMAN,LOUISE JULIE JACQUETTE ÅKERMAN,1864,1926,1864-1926,Sweden,translator,human,female,svensk friherrinne og diplomathustru.
peIA,Q1083878,27810586,,IDA [EMILIA],AALBERG,IDA [EMILIA] AALBERG,1858,1915,1858-1915,Grand Duchy of Finland,actor,human,female,finsk skuespillerinne.
peCSAa,,,,CARL SIGVARDTH,AAMODT,CARL SIGVARDTH AAMODT,1827,,1827-,,,human,,barndomsvenn av Ibsen fra Skien.
peHAA,,,,[HANSINE] HENRIETTE ANDERSEN,AARS,[HANSINE] HENRIETTE ANDERSEN AARS,1850,1921,1850-1921,,,human,,norsk banksjefhustru.
peJJAa,Q5540700,229890409,pf01037045148944,[JACOB] JONATHAN,AARS,[JACOB] JONATHAN AARS,1837,1908,1837-1908,Norway,philologist,human,male,norsk filolog og skolemann.
peIvAa,Q106812,17237467,pf01053257026056,IVAR [ANDREAS],AASEN,IVAR [ANDREAS] AASEN,1813,1896,1813-1896,Norway,writer,human,male,norsk språkforsker og forfatter.
orgAftb,Q4690436,,,,,AFTENBLADET,,,,,,periodical,,norsk avis.
orgAftp,Q388841,147145969949732250346,,,,AFTENPOSTEN,,,,,,daily newspaper,,norsk avis.
orgBanNap,,,,,,BANCO NAPOLETANA,,,,,,,,italiensk bank.
orgNatSc,Q1186793,179145970153232251294,,,,BERGENS NATIONALE SCENE,,,,,,theatre,,"norsk teater, se"
orgTeatB,,,,,,BERGENS THEATERFORENING,,,,,,,,stiftet i Bergen 8. desemer 1872 med det formål å areide for Fremme af en fast national Scene i Bergen (jf. kommentar til rev til J. Bøgh 30. septemer 1876 og Bergens Nationale Scene.
orgBerTid,Q59055,125475554,,,,BERLINGSKE TIDENDE,,,,,,newspaper,,dansk avis.
orgBurg,Q308720,130962450,,,,BURGTHEATER,,,,,,theatre,,østerriksk teater.
orgCB,,,,,,CHRISTIANIA BYFOGEDCONTOR,,,,,,,,norsk embetskontor.
orgChrTh,Q565382,295751298,,,,CHRISTIANIA THEATER,,,,,,theatre,,norsk teater.
orgCPo,Q5110451,492149196254374790210,,,,CHRISTIANIA-POSTEN,,,,,,periodical,,norsk avis.
orgDagbl,Q1157193,31149366342485602576,,,,DAGBLADET,,,,,,daily newspaper,,norsk avis.
orgDT,Q55226416,,,,,DAGS-TELEGRAPHEN,,,,,,newspaper,,dansk avis.
orgFriStud,,,,,,DEN FRISINNEDE STUDENTERFORENING,,,,,,,,norsk studentforening.
orgGyl,,,,,,DEN GYLDENDALSKE BOGHANDEL,,,,,,,,"dansk bokhandel og forlag, Ibsens forlag fra og med utgivelsen av"
orgDnFo,Q1772743,262954347,,,,DEN NORSKE FORFATTERFORENING,,,,,,writers’ organization,,interesseorganisasjon for norske fag- og skjønnlitterære forfattere.
orgSF,,123744277,,,,DEN SKANDINAVISKE FORENING I ROMA,,,,,,,,organisasjon for skandinaver og finner.
orgAkKoll,,,,,,DET AKADEMISKE KOLLEGIUM,,,,,,,,norsk universitetsstyre.
orgBsS,,,,,,DET BRITISK-SKANDINAVISKE SELSKAB,,,,,,,,engelsk litterært selskap.
orgKNVS,Q1201052,126396860,,,,DET KONGELIGE NORSKE VIDENSKABERS SELSKAB,,,,,,academy of sciences,,norsk vitenskapsselskap.
orgKT,Q607681,158849714,,,,DET KONGELIGE THEATER I KØBENHAVN,,,,,,theatre,,"den danske hovedscene for skuespill, opera og ballett."
orgStud,Q6517302,,,,,DET NORSKE STUDENTERSAMFUND,,,,,,student society,,norsk studentforening.
orgNTB,Q1186793,179145970153232251294,,,,DET NORSKE THEATER I BERGEN,,,,,,theatre,,norsk teater.
orgDGen,,185364982,,,,DEUTSCHE GENOSSENSCHAFT DRAMATISCHER AUTOREN UND COMPONISTEN,,,,,,,,tysk interesseorganisasjon og teateragentur.
orgDV,Q688555,131854082,,,,DEUTSCHES VOLKSTHEATER,,,,,,theatre,,"østerriksk teater, Wien."
orgDampD,,,,,,DIREKSJONEN FOR DAMPSKIPET «DRONNINGEN»,,,,,,,,norsk bedriftsstyre.
orgDresBGA,,,,,,DRESDNER BEZIRKS-GERICHTS-AMT,,,,,,,,tysk byrett.
orgFBE,Q1403355,146068461,,,,FELIX BLOCH ERBEN,,,,,,publisher,,tysk teateragentur.
orgFinDep,,145405314,,,,FINANTS- OG TOLDDEPARTEMENTET (FINANSDEPARTEMENTET),,,,,,,,norsk departement.
orgGBkom,,,,,,GIORDANO BRUNO-KOMITEEN,,,,,,,,"internasjonal forening, jf. kommentar til brevet."
orgHoh,,,,,,HOHLENBERG,,,,,,,,dansk fotograf.
orgHotG,,,,,,HOTEL GRÖBNER,,,,,,,,"hotell i Gossensass, Sør-Tyrol, der Isen hadde sommer-/høstopphold 1876, 1878, 1882, 1883, 1884 og 1889, (jf. innledningen, under Gossensass). "
orgIN,Q6000615,2941149068361965730000,,,,ILLUSTRERET NYHEDSBLAD,,,,,,magazine,,norsk illustrert ukeblad.
orgJComp,,,,,,JENSEN & CO.,,,,,,,,"norsk fetevareforretning i Torvgaden 5A, Kristiania."
orgKdep,Q11980720,158259364,,,,"KIRKE- OG UNDERVISNINGSDEPARTEMENTET, eller: DEPARTEMENTET FOR KIRKE- OG UNDERVISNINGSVESENET, gjerne forkortet: KIRKEDEPARTEMENTET",,,,,,ministry,,norsk departement.
orgKUMin,Q27990502,146622117,,,,"KIRKE- OG UNDERVISNINGSMINISTERIET, eller: MINISTERIET FOR KIRKE- OG UNDERVISNINGSVÆSEN, vanligvis kalt KULTUSMINISTERIET",,,,,,ministry of Kultus,,dansk departement.
orgKomTB,,,,,,KOMITÉEN FOR TUSENÅRSFESTEN I BERLIN,,,,,,,,komité opprettet i forbindelse med tusenårsjubileet for samlingen av Norge til ett rike 1872.
orgKong,,,,,,KONGEN,,,,,,,,det norske statsoverhode.
orgKDTS,,,,,,KONGL. DRAMATISKA THEATERN,,,,,,,,"svensk teater, jf. Kongl. Theatrarne. "
orgKoTh,,,,,,KONGL. THEATRARNE I STOCKHOLM,,,,,,,,"de svenske hovedscener for teater, opera og ballett."
orgKrArb,,,,,,KRISTIANIA ARBEIDERSAMFUND,,,,,,,,norsk arbeidersamfunn.
orgJour,,96148995745759750520,,,,KRISTIANIA JOURNALISTKLUB,,,,,,,,interesseorganisasjon for journalister.
orgKrLign,,,,,,KRISTIANIA LIGNINGSKOMMISJON,,,,,,,,"kommunal etat, kollegiet av takserborgere (senere kalt ligningsmenn) i Kristiania."
orgKNT,Q5110461,2945149368793485980008,,,,KRISTIANIA NORSKE THEATER,,,,,,theatrical troupe,,norsk teater.
