XML_ID,Wikidata_ID,Viaf_ID,NHRP_ID,Given_Name,Surname,Name,Year_of_Birth,Year_of_Death,Lifespan,Instance,Gender,Country_of_citizenship,Occupation,Letters_Received,Times_Mentioned,Brief_Description,Spouses_Name,Spouses_ID
peCSo,,,,CHRISTIAN FREDRIK,SONTUM,CHRISTIAN FREDRIK SONTUM,1778,1862,1778-1862,human,male,Norway,merchant,0,1,"norsk kjøpmann (HU 19, 481;",,
peHSo,,,,HELENE [MØLLER],SONTUM,HELENE [MØLLER] SONTUM,1790,1864,1790-1864,human,female,Norway,boarding house inkeeper,0,1,norsk pensjonatvertinne.,,
peSvSWE,Q242862,68772990,,,,SOPHIE [WILHELMINE MARIE LOUISE],1824,1897,1824-1897,human,female,Germany,,0,1,nederlandsk-tysk hertuginne (DBI).,KARL ALEXANDER,noID
pePSp,Q17120332,56361974,pf01052055025086,PAOLO [AGOSTINO],SPERATI,PAOLO [AGOSTINO] SPERATI,1821,1884,1821-1884,human,male,"Norway, Italy",musician,0,1,italiensk-norsk musiker.,,
peCaSp,,,,CARLOTTA,SPINN,CARLOTTA SPINN,1873,,1873-,human,female,,married to,1,0,tysk malerhustru.,LUDOLF VERWORNER,noID
peDSp,,,,DIANA,SPINOLA,DIANA SPINOLA,1875,,1875-,human,female,,,0,2,datter av Vittoria Guerrieri og Luigi Domenico Spinola (Reitwiesner [2008]).,,
peLDS,,,,LUIGI DOMENICO,SPINOLA,LUIGI DOMENICO SPINOLA,1825,1899,1825-1899,human,male,Italy,,0,1,italiensk adelsmann.,VITTORIA GUERRIERI SPINOLA,peVGSp
peVGSp,,,,VITTORIA GUERRIERI,SPINOLA,VITTORIA GUERRIERI SPINOLA,1848,1905,1848-1905,"human, King",female,Italy,King,0,2,italiensk kongedatter.,,
peSpi,Q1705795,25415205,,JOSEF,SPITHÖVER,JOSEF SPITHÖVER,1813,1892,1813-1892,human,male,Germany,"bookseller, patron",0,4,"tysk bokhandler, kunsthandler og mesen i Roma.",,
peDaSp,Q999539,42641688,,DANIEL,SPITZER,DANIEL SPITZER,1835,1893,1835-1893,human,male,Austria,author,0,2,østerriksk forfatter.,,
peASp,Q3440960,,pf01053073001904,AUGUST [GEELMUYDEN],SPØRCK,AUGUST [GEELMUYDEN] SPØRCK,1851,1928,1851-1928,human,male,Norway,military officer,0,1,norsk offiser.,,
peGBNS,,,,GABRIEL [BASTIAN NICOLAI],STABELL,GABRIEL [BASTIAN NICOLAI] STABELL,1846,1928,1846-1928,human,male,Norway,teacher,0,1,norsk lærer.,,
peLSta,,,,LUDWIG,STAINER,LUDWIG STAINER,,,,human,male,,,0,2,ikke identifisert.,,
peAPSta,,,,ADELAIDE [PAULINE],STANG,ADELAIDE [PAULINE] STANG,1840,1931,1840-1931,human,female,,married to,0,1,norsk politikerhustru.,EMIL STANG,peESta
peESta,Q1336909,610149296142280670000,pf01036392089170,EMIL,STANG,EMIL STANG,1834,1912,1834-1912,human,male,Norway,"lawyer, politician",10,17,norsk jurist og politiker.,,
peFStang,Q936096,51728192,pf01038027002069,FREDERIK,STANG,FREDERIK STANG,1808,1884,1808-1884,human,male,Norway,"lawyer, politician",0,5,norsk jurist og politiker.,,
peMAS,,,,M.A.,STANGBY,M.A. STANGBY,,,,human,male,,,0,1,ikke identifisert.,,
peESte,,,,ESTANCE [LOVISE CHRISTI],STEEN,ESTANCE [LOVISE CHRISTI] STEEN,1834,,1834-,human,female,Norway,civil servant,1,0,norsk embetsmannsdatter.,,
peHCFS,,,,[HANS CHRISTIAN] FREDERIK,STEEN,[HANS CHRISTIAN] FREDERIK STEEN,1819,1871,1819-1871,human,male,Denmark,bookseller,0,2,"dansk bokhandler (Anker 2, 48).",,
peJSte,Q613071,228243076,pf01038387004641,JOHANNES [WILHELM CHRISTIAN],STEEN,JOHANNES [WILHELM CHRISTIAN] STEEN,1827,1906,1827-1906,human,male,Norway,"politician, teacher",1,5,norsk skolemann og politiker.,,
peKS,,,,KRISTINE [WILHELMINE PETREA],STEEN,KRISTINE [WILHELMINE PETREA] STEEN,1840,1931,1840-1931,human,female,Norway,teacher,1,2,norsk lærerinne.,,
peSSt,,,,SØREN SWENSEN,STEEN,SØREN SWENSEN STEEN,1851,1913,1851-1913,human,male,Norway,,1,0,norsk skipsfører.,,
pePFSt,,,,PETER FREDERIK,STEENSBALLE,PETER FREDERIK STEENSBALLE,1821,1895,1821-1895,human,male,Norway,bookseller,0,5,norsk bokhandler.,,
peJaSte,Q701104,27367797,,[JOHANNES] JAPETUS [SMITH],STEENSTRUP,[JOHANNES] JAPETUS [SMITH] STEENSTRUP,1813,1897,1813-1897,human,male,Denmark,scientist,0,1,dansk naturforsker.,,
peCCHS,Q896573,40150319,,CARL [CONSTANTIN HEINRICH],STEFFECK,CARL [CONSTANTIN HEINRICH] STEFFECK,1818,1890,1818-1890,human,male,Germany,"painter, lithographer, etching artist",0,1,"tysk historie-, dyre- og portrettmaler, raderer og litograf.",,
peGFS,Q1555424,27842892,,GUSTAF [FREDRIK],STEFFEN,GUSTAF [FREDRIK] STEFFEN,1864,1929,1864-1929,human,male,Sweden,politician,1,0,svensk sosiolog og politiker.,,
peHSt,Q64406,46887340,,HENRICH,STEFFENS,HENRICH STEFFENS,1773,1845,1773-1845,human,male,"Norway, Denmark, Germany","scientist, author, philosopher",0,1,"norsk-dansk-tysk naturforsker, filosof og forfatter.",,
peSvL,Q61956,44308789,,LORENZ VON,STEIN,LORENZ VON STEIN,1815,1890,1815-1890,human,male,Germany,economist,0,1,tysk økonom.,,
peLvdS,Q94772850,315580918,,ELEONORE VON DEN,STEINEN,ELEONORE VON DEN STEINEN,1867,1944,1867-1944,human,female,,married to,1,0,tysk etnologhustru.,,
peADSt,,,,ANNA/ANNE DOROTHEE,STEINHOFF,ANNA/ANNE DOROTHEE STEINHOFF,,1885,-1885,human,female,,married to,0,1,tysk tollkontrollørhustru.,,
peHSte,,,,HANNA (Johanne Christine),STENERSEN,HANNA (Johanne Christine) STENERSEN,1828,1904,1828-1904,human,female,,married to,1,0,norsk skipperdatter og verksbestyrerhustru.,,
peLBS,,,,LAURITS (Laurentius Borchsenius),STENERSEN,LAURITS (Laurentius Borchsenius) STENERSEN,1843,1921,1843-1921,human,male,Norway,"philologist, coin collector",2,1,norsk klassiskfilolog og numismatiker.,,
peWSt,Q435688,66653110,,[KARL] WILHELM [EUGÈNE],STENHAMMAR,[KARL] WILHELM [EUGÈNE] STENHAMMAR,1871,1927,1871-1927,human,male,Sweden,"composer, pianist, conductor",0,1,"svensk komponist, pianist og dirigent.",,
peGeSte,Q3353704,37050512,,GEORGE,STEPHENS,GEORGE STEPHENS,1813,1895,1813-1895,human,male,England,,0,1,engelsk-skandinavisk runeforsker og folkeminnesamler.,,
peOSt,Q12329843,,,ODDGEIR,STEPHENSEN,ODDGEIR STEPHENSEN,1860,1913,1860-1913,human,male,Denmark,"actor, theatre director",0,1,dansk skuespiller og teaterdirektør.,,
peAdSte,Q76023,35059837,,[FRIEDRICH] ADOLF [ERNST],STERN,[FRIEDRICH] ADOLF [ERNST] STERN,1835,1907,1835-1907,human,male,Germany,"author, literary historian, littérateur",0,1,tysk forfatter og litteraturhistoriker.,,
peHVS,Q6190196,89556797,,HANS VALDEMAR,STHYR,HANS VALDEMAR STHYR,1838,1905,1838-1905,human,male,Denmark,theologian,0,2,dansk teolog.,,
peLSti,,,,LEO,STIEGLITZ,LEO STIEGLITZ,,,,human,male,Germany,theatre personnel,1,0,"tysk teatermann, inspisient ved Hoftheater i Meiningen (Anker 2, 99).",,
peMSJM,Q76157873,,,MARY,ST JOHN-MILDMAY,MARY ST JOHN-MILDMAY,1886,,1886-,human,female,England,,1,0,"engelsk (Anker 2, 157).",,
peEStj,Q6190745,55433988,,[CARL] EDVARD,STJERNSTRÖM,[CARL] EDVARD STJERNSTRÖM,1816,1877,1816-1877,human,male,Sweden,"actor, theatre manager",5,15,svensk skuespiller og teaterleder.,,
peLStj,Q4950707,282768052,,LOUISE (Lovisa Elisabeth),STJERNSTRÖM,LOUISE (Lovisa Elisabeth) STJERNSTRÖM,1812,1907,1812-1907,human,female,Sweden,author,2,12,"svensk forfatterinne (BBS 1, 314; Hermelin, Lewandowski & Lönnqvist red. 1982).",,
peJCS,Q104414305,368149066756665602876,,JOHAN CHRISTOFFER,STOCHHOLM,JOHAN CHRISTOFFER STOCHHOLM,1850,1931,1850-1931,human,male,Denmark,"publisher, photographer",1,0,dansk kunstfotograf og kunstforlegger.,,
peFS,,,,FERDINAND,STOCKENBERG,FERDINAND STOCKENBERG,1866,1902,1866-1902,human,male,Sweden,lawyer,1,0,svensk jurist.,,
peNS,Q28549758,,pf01052721085124,NANNA,STORJOHAN,NANNA STORJOHAN,1838,1898,1838-1898,human,female,,married to,0,1,norsk prestehustru.,JOHAN CORDT HARMENS STORJOHAN,noID
peGSto,Q962296,34816053,pf01037028012025,GUSTAV,STORM,GUSTAV STORM,1845,1903,1845-1903,human,male,Norway,historian,0,5,norsk historiker.,,
peJStorm,Q1692086,8313857,pf01036392065642,JOHAN [FREDERIK BREDA],STORM,JOHAN [FREDERIK BREDA] STORM,1836,1920,1836-1920,human,male,Norway,linguist,0,2,norsk språkforsker.,,
peASto,,,,ANNA [JACOBINE ROSINE],STOUSLAND,ANNA [JACOBINE ROSINE] STOUSLAND,1868,1936,1868-1936,human,male,Norway,clerk,2,0,norsk kontorist.,,
peHSto,,,,HEDVIG (ved dåpen Hedevig Cathrine),STOUSLAND,HEDVIG (ved dåpen Hedevig Cathrine) STOUSLAND,1831,1920,1831-1920,human,female,,married to,3,3,"norsk skipsførerhustru, Henrik Ibsens søster.",,
peHStra,,,,HENRIK,STRANDVOLD,HENRIK STRANDVOLD,1861,1924,1861-1924,human,male,Denmark,journalist,0,1,dansk journalist.,,
peDFS,Q57219,41974365,,DAVID FRIEDRICH,STRAUSS,DAVID FRIEDRICH STRAUSS,1808,1874,1808-1874,human,male,Germany,theologian,0,2,tysk teolog.,,
peGSt,Q3107344,11048003,,GIOVANNI,STRAZZA,GIOVANNI STRAZZA,1818,1875,1818-1875,human,male,Italy,sculptor,0,1,italiensk billedhugger.,,
peASt,Q7724,54154627,,[JOHAN] AUGUST,STRINDBERG,[JOHAN] AUGUST STRINDBERG,1849,1912,1849-1912,human,male,Sweden,author,0,5,svensk forfatter.,"SIRI VON ESSEN, FRIDA UHL","noID, noID"
peAS,Q119527,77119439,,[ADOLPH HEINRICH] ADOLF,STRODTMANN,[ADOLPH HEINRICH] ADOLF STRODTMANN,1829,1879,1829-1879,human,male,Germany,"author, translator, literary historian, littérateur",1,16,"tysk forfatter, litteraturhistoriker og oversetter.",HENRIETTE STEINHOFF,noID
peStrodt,,,,fru,STRODTMANN,fru STRODTMANN,,,,human,male,,,0,1,"ikke identifisert, jf. kommentar til brevet.",,
peHStr,Q473771,61783179,,HERMANN,STRUCK,HERMANN STRUCK,1876,1944,1876-1944,human,male,Germany,"painter, etching artist",1,0,tysk maler og raderer.,,
peGeS,Q63371333,37144814241584389416,pf01037028011370,GEORG [FREDRIK NIELSEN],STRØMDAL,GEORG [FREDRIK NIELSEN] STRØMDAL,1856,1914,1856-1914,human,male,Norway,painter,0,1,norsk maler.,,
pePOS,Q7160393,73418810,,PEER OLSEN,STRØMME,PEER OLSEN STRØMME,1856,1921,1856-1921,human,male,"Norway, United States of America","author, journalist, vicar",1,0,"norsk-amerikansk prest, journalist og forfatter.",,
peACS,Q459770,6045164,,AMBROSIUS [CHRISTOFFERSEN],STUB,AMBROSIUS [CHRISTOFFERSEN] STUB,1705,1758,1705-1758,human,male,Denmark,author,0,1,dansk forfatter.,,
peJSt,,,,PAUL [JENSENIUS],STUB,PAUL [JENSENIUS] STUB,1819,1888,1819-1888,human,male,Norway,,1,0,norsk adjunkt.,,
peHeSt,Q88891472,74024215,,HEINRICH,STÜMCKE,HEINRICH STÜMCKE,1872,1923,1872-1923,human,male,Germany,"author, journalist",2,0,tysk forfatter og journalist.,,
peHSu,Q65448,14893927,,HERMANN,SUDERMANN,HERMANN SUDERMANN,1857,1928,1857-1928,human,male,Germany,author,0,2,tysk forfatter.,,
peGSu,,,,GERHARD,SUNDT,GERHARD SUNDT,1850,1910,1850-1910,human,male,Norway,merchant,0,1,norsk kjøpmann (NBO PA).,,
peBeSu,Q91163,34565420,,[LUDWIG] BERNHARD,SUPHAN,[LUDWIG] BERNHARD SUPHAN,1845,1911,1845-1911,human,male,Germany,"literary historian, littérateur",0,1,tysk litteraturhistoriker.,,
peBvS,Q18456,95160848,,BERTHA VON,SUTTNER,BERTHA VON SUTTNER,1843,1914,1843-1914,human,female,Austria,author,1,0,østerriksk forfatterinne og pasifist.,,
peJSv,Q336668,79167821,,JOHAN [SEVERIN],SVENDSEN,JOHAN [SEVERIN] SVENDSEN,1840,1911,1840-1911,human,male,Norway,"composer, conductor",0,3,norsk komponist og dirigent.,,
peJLRS,Q3352354,228635241,pf01052994005624,JAKOB [LIV ROSTED],SVERDRUP,JAKOB [LIV ROSTED] SVERDRUP,1845,1899,1845-1899,human,male,Norway,"politician, vicar",0,2,norsk prest og politiker.,,
peJS,Q1350895,89558211,pf01038011009039,JOHAN,SVERDRUP,JOHAN SVERDRUP,1816,1892,1816-1892,human,male,Norway,politician,5,6,norsk politiker.,,
peFBPS,Q19398707,,,WILLIAM [FREDERIK BENEDICT PETER],SVERDRUP,WILLIAM [FREDERIK BENEDICT PETER] SVERDRUP,1809,1872,1809-1872,human,male,Norway,"vicar, patron",0,1,norsk prest og mesen.,,
peSvSi,Q331755,50336591,,,,SVERRE SIGURDSSON,1150,1202,1150-1202,"human, King",male,Norway,King,0,1,norsk konge 1177/79/84-1202.,,
peLS,Q11983346,,,LARS [MAGNUS],SWANSTRÖM,LARS [MAGNUS] SWANSTRÖM,1868,1939,1868-1939,human,male,"Norway, Sweden",bookseller,1,0,svensk-norsk forlagsbokhandler.,AAGOT BJØRNSON,noID
peESw,Q5341381,,,EDVARD [MAURITZ],SWARTZ,EDVARD [MAURITZ] SWARTZ,1826,1897,1826-1897,human,male,Sweden,actor,0,2,svensk skuespiller.,,
pePSw,Q6199938,61531780,,PELLE (Per Adolf),SWEDLUND,PELLE (Per Adolf) SWEDLUND,1865,1947,1865-1947,human,male,Sweden,painter,1,0,"svensk landskapsmaler (Anker 2, 120).",,
peJAS,Q764212,22328834,,[JOHAN] AUGUST,SÖDERMAN,[JOHAN] AUGUST SÖDERMAN,1832,1876,1832-1876,human,male,Sweden,composer,0,2,"svensk komponist (Anker 2, 47; HU 19, 495).",,
peWSo,Q6202412,316736848,,WERNER [LEOPOLD],SÖDERSTRÖM,WERNER [LEOPOLD] SÖDERSTRÖM,1860,1914,1860-1914,human,male,,publisher,0,1,finsk forlegger.,,
peNPS,,,,NILS P.,SØGAARD,NILS P. SØGAARD,1849,1910,1849-1910,human,male,Norway,clock maker,1,0,norsk urmaker.,,
peSor,,,,,,SØRENSEN,,,,human,male,,,0,2,ikke identifisert.,,
peThS,,,,CATHARINA,SØRENSEN,CATHARINA SØRENSEN,,,,human,female,Norway,actor,0,1,norsk skuespillerinne.,,
peET,Q1685441,30308041,,EMIL,TAUBERT,EMIL TAUBERT,1844,1895,1844-1895,human,male,Germany,"author, philologist, theatre manager, teacher",1,0,"tysk filolog, forfatter, lærer og teaterleder.",,
peAT,Q173869,61540536,,ALFRED LORD,TENNYSON,ALFRED LORD TENNYSON,1809,1892,1809-1892,human,male,United Kingdom of Great Britain and Ireland,lyricist,0,2,britisk lyriker.,,
peFrT,Q445891,12579287,pf01038027006917,FRITZ (eg. Johan Frederik),THAULOW,FRITZ (eg. Johan Frederik) THAULOW,1847,1906,1847-1906,human,male,Norway,painter,0,2,norsk maler.,"INGEBORG CHARLOTTE GAD, ALEXANDRA LASSON","noID, noID"
peHCTh,Q17120470,2896663,pf01038027006916,HARALD [CONRAD],THAULOW,HARALD [CONRAD] THAULOW,1815,1881,1815-1881,human,male,Norway,,1,3,"norsk apoteker (HU 19, 493).",,
peATHi,,,,ANDREAS,THIELE,ANDREAS THIELE,1825,1907,1825-1907,human,male,Denmark,press owner,0,1,dansk trykkerieier.,,
peJT,Q6179851,8425317,pf01036392100859,JENS [PETER],THIIS,JENS [PETER] THIIS,1870,1942,1870-1942,human,male,Norway,"art historian, historian",1,0,norsk kunsthistoriker.,,
peGET,Q5621240,,,GUSTAV [EMIL],THOMASSEN,GUSTAV [EMIL] THOMASSEN,1862,1929,1862-1929,human,male,Norway,"actor, stage director, director",1,0,"norsk skuespiller, sceneinstruktør og teatersjef.",,
peHeTh,,,,HELGA [MATHEA],THOMMESSEN,HELGA [MATHEA] THOMMESSEN,1854,1931,1854-1931,human,female,,married to,1,1,norsk redaktørhustru.,OLA (Olaus Anthon) THOMMESSEN,peOT
peOT,Q4589920,53597066,pf01036392034248,OLA (Olaus Anthon),THOMMESSEN,OLA (Olaus Anthon) THOMMESSEN,1851,1942,1851-1942,human,male,Norway,journalist,7,2,norsk pressemann.,,
peAxT,,,,AXEL,THORESEN,AXEL THORESEN,1851,1881,1851-1881,human,male,Norway,engineer,0,7,norsk ingeniør (,,
peHCT,Q4358636,,pd00000007452215,HANS CONRAD,THORESEN,HANS CONRAD THORESEN,1802,1858,1802-1858,human,male,Norway,vicar,0,5,norsk prest.,,
peHaCT,,,,HANS CONRAD,THORESEN,HANS CONRAD THORESEN,1837,1905,1837-1905,human,male,Norway,advocate,0,4,norsk sakfører.,KRISTINE FREDERIKKE THORSEN,noID
peJHT,Q27825395,,,JOHAN HERMAN,THORESEN,JOHAN HERMAN THORESEN,1832,1914,1832-1914,human,male,Norway,,40,34,"norsk emetsmann, Susanna Isens ror. ",MARIE ANTOINETTE THORESEN,peMAT
peMT,Q443649,25550020,pd00000007452216,[ANNA] MAGDALENE,THORESEN,[ANNA] MAGDALENE THORESEN,1819,1903,1819-1903,human,female,"Norway, Denmark",author,10,45,dansk-norsk forfatterinne.,,
peMAT,,,,MARIE ANTOINETTE,THORESEN,MARIE ANTOINETTE THORESEN,1844,1907,1844-1907,human,female,,married to,0,6,norsk embetsmannshustru.,JOHAN HERMAN THORESEN,peJHT
peMTh,,,,MARIE [SOPHIE],THORESEN,MARIE [SOPHIE] THORESEN,1834,1874,1834-1874,human,female,Norway,"vicar, governess",0,24,norsk prestedatter og guvernante.,,
peTK,,,,THOMAS KRAGH,THORESEN,THOMAS KRAGH THORESEN,1846,1876,1846-1876,human,male,Norway,theatre personnel,0,22,norsk teatermann.,,
peTho,,,,CHR.,THORKILDSEN,CHR. THORKILDSEN,,,,human,male,,,1,1,ikke identifisert.,,
peCJT,,,,CARL JULIUS,THORNAM,CARL JULIUS THORNAM,1820,1868,1820-1868,human,male,Denmark,actor,0,1,dansk pianostemmer og skuespiller.,,
peMThr,Q581903,25411974,pd00000000642262,MARCUS [MØLLER],THRANE,MARCUS [MØLLER] THRANE,1817,1890,1817-1890,human,male,Norway,"teacher, publicist, journalist",0,1,"norsk lærer, publisist, pressemann og arbeiderleder.",,
peHT,Q15300365,45126717,,HENNING [JUNGHANS],THUE,HENNING [JUNGHANS] THUE,1815,1851,1815-1851,human,male,Norway,"philologist, literary historian, littérateur",0,1,norsk klassiskfilolog og litteraturhistoriker.,,
peFT,Q328792,7036159477924127990008,,FRITS (Frederik Ferdinand),TILLISCH,FRITS (Frederik Ferdinand) TILLISCH,1810,1889,1810-1889,human,male,Denmark,"politician, civil servant",1,0,dansk embetsmann og politiker.,,
peST,Q7412786,287616560,,SAMUEL,TINSLEY,SAMUEL TINSLEY,1846,1903,1846-1903,human,male,England,"publisher, chess player",0,4,engelsk forlegger og sjakkspiller.,,
peFHT,,,,FERDINAND [HETTING],TISCHENDORF,FERDINAND [HETTING] TISCHENDORF,1849,,1849-,human,male,Norway,vicar,0,1,norsk prest.,,
peSTo,Q114655,264887276,,SOPHIE VON,TODESCO,SOPHIE VON TODESCO,1825,1895,1825-1895,human,female,Austria,salonnière,0,1,østerriksk salongvertinne.,EDUARD TODESCO,noID
peTols,Q7243,96987389,,LEV [NIKOLAJEVITSJ] (Leo),TOLSTOJ,LEV [NIKOLAJEVITSJ] (Leo) TOLSTOJ,1828,1910,1828-1910,"human, Count",male,Russia,"author, Count",0,1,"russisk forfatter, greve.",,
peZT,Q139549,90638311,,ZACHARIAS,TOPELIUS,ZACHARIAS TOPELIUS,1818,1898,1818-1898,human,male,,"poet, historian",2,1,finsk dikter og historiker.,,
pePWT,Q699748,32798877,,PETER WESSEL,TORDENSKIOLD,PETER WESSEL TORDENSKIOLD,1690,1720,1690-1720,human,male,"Norway, Denmark","military officer, naval officer",0,1,dansk-norsk sjøoffiser.,,
peSoT,Q17350340,34209042,,SOPHUS [CARL FREDERIK],TORUP,SOPHUS [CARL FREDERIK] TORUP,1861,1937,1861-1937,human,male,"Norway, Denmark",physiologist,0,1,dansk-norsk fysiolog.,,
peGT,,,,GIUGLIELMO,TRAMONTANO,GIUGLIELMO TRAMONTANO,,,,human,male,Italy,,0,1,"italiensk hotelleier, Sorrento.",,
peLT,Q76044,2780870,,LUDWIG,TRAUBE,LUDWIG TRAUBE,1861,1907,1861-1907,human,male,Germany,philologist,0,1,tysk filolog.,,
peHBT,Q1352525,46751757,,HERBERT BEERBOHM,TREE,HERBERT BEERBOHM TREE,1852,1917,1852-1917,human,male,England,"actor, theatre manager",0,1,engelsk skuespiller og teaterleder.,,
peWT,,,,,,TROITZH (muligens: TROITZSCH),,,,human,male,,surgeon,0,1,ikke identifisert. Sannsynligvis kirurg (,,
peSeTu,Q2263309,2840479,,SEBASTIANO,TURBIGLIO,SEBASTIANO TURBIGLIO,1842,1901,1842-1901,human,male,Italy,philosopher,0,1,italiensk filosof.,,
peFCFT,Q12311219,,,[FREDERIK CHRISTIAN] FERDINAND,TUTEIN,[FREDERIK CHRISTIAN] FERDINAND TUTEIN,1830,1912,1830-1912,human,male,Denmark,"politician, landowner",0,1,dansk politiker og godseier.,,
peCT,Q824030,292419623,,[NILS] CHRISTIAN,TØNSBERG,[NILS] CHRISTIAN TØNSBERG,1813,1897,1813-1897,human,male,Norway,"publisher, bookseller",8,5,norsk bokhandler og forlegger.,,
peMDTg,,,,MAREN DOROTHEA,TØNSBERG,MAREN DOROTHEA TØNSBERG,1813,1893,1813-1893,human,female,,married to,0,1,norsk bokhandlerhustru.,[NILS] CHRISTIAN TØNSBERG,peCT
peATT,,,,ALBERT THEODOR,TÖTTERMAN,ALBERT THEODOR TÖTTERMAN,1838,1913,1838-1913,human,male,,consul,0,1,finsk konsul.,,
peKU,Q13434144,96244379,pf01036392093805,KARL [KRISTIAN],UCHERMANN,KARL [KRISTIAN] UCHERMANN,1855,1940,1855-1940,human,male,Norway,painter,0,1,norsk maler.,,
peMAU,Q377392,4050360,,MARTIN [ANDREAS],UDBYE,MARTIN [ANDREAS] UDBYE,1820,1889,1820-1889,human,male,Norway,"composer, organist",1,1,norsk komponist og organist.,,
peOGU,Q449478,18305272,,OLE GABRIEL [GABRIELSEN],UELAND,OLE GABRIEL [GABRIELSEN] UELAND,1799,1870,1799-1870,human,male,Norway,"politician, farmer",0,1,norsk gårdbruker og politiker.,,
peUgg,,,,herr,UGGLA,herr UGGLA,,,,human,male,Sweden,,0,1,"svensk, ikke identifisert.",,
peUll,Q4588221,73542641,pf01037177001329,VIGGO,ULLMANN,VIGGO ULLMANN,1848,1910,1848-1910,human,male,Norway,"politician, teacher, civil servant",0,1,"norsk skolemann, politiker og embetsmann.",,
peInUn,Q6219796,29909795,pf01038310008364,INGVALD [MARTIN],UNDSET,INGVALD [MARTIN] UNDSET,1853,1893,1853-1893,human,male,Norway,archaeologist,0,1,norsk arkeolog.,CHARLOTTE GYTH,noID
peCRU,Q962232,8122722,pf01053257054039,CARL RICHARD,UNGER,CARL RICHARD UNGER,1817,1897,1817-1897,human,male,Norway,philologist,0,1,norsk filolog og kildeutgiver.,,
peCU,Q4942999,,pf01052055002885,CLARA [HANSINE],URSIN,CLARA [HANSINE] URSIN,1827,1889,1827-1889,human,female,"Norway, Denmark","actor, singer, opera singer",0,1,dansk-norsk skuespillerinne og operasangerinne.,,
peUrs,Q4006540,,,,,URSULUS,,,,human,male,,civil servant,0,1,embetsmann i Østromerriket.,,
peHeVa,Q557360,59090121,,HERMANN (Bamberger),VÁMBÉRY,HERMANN (Bamberger) VÁMBÉRY,1832,1913,1832-1913,human,male,,linguist,0,1,ungarsk reisende og språkforsker.,,
peHV,Q1612947,36908206,,HERMANN,VARNHAGEN,HERMANN VARNHAGEN,1850,1924,1850-1924,human,male,Germany,"scholar of englisch studies, scholar of romance studies",0,1,tysk anglist og romanist (,,
peJEVa,,,,JOHANNA EMILIA,VASENIUS,JOHANNA EMILIA VASENIUS,1853,1942,1853-1942,human,female,,married to,0,1,finsk bibliotekar- og forfatterhustru.,[GUSTAF] VALFRID VASENIUS,peVaVa
peVaVa,Q5490866,12670135,,[GUSTAF] VALFRID,VASENIUS,[GUSTAF] VALFRID VASENIUS,1848,1928,1848-1928,human,male,,"author, librarian",4,6,finsk bibliotekar og forfatter.,,
peVVe,Q3434171,64818173,,VALDEMAR,VEDEL,VALDEMAR VEDEL,1865,1942,1865-1942,human,male,Denmark,littérateur,3,0,dansk litteraturforsker.,,
peElVe,,,,ELLEN,VETTER,ELLEN VETTER,,,,human,female,,married to,0,1,sveitsisk litteraturhistorikerhustru.,FERDINAND VETTER,peFV
peFV,Q1351559,54404442,,FERDINAND,VETTER,FERDINAND VETTER,1847,1924,1847-1924,human,male,Switzerland,"playwright, lyricist, scholar of german studies",1,0,"sveitsisk germanist, lyriker og dramatiker.",,
peJV,Q6224495,283661824,,JOHAN [LUDVIG NIELS HENRIK],VIBE,JOHAN [LUDVIG NIELS HENRIK] VIBE,1840,1897,1840-1897,human,male,Norway,"author, lawyer, theatre personnel",1,6,"norsk jurist, forfatter og teatermann.",,
peFLV,Q1809542,305832318,pf01052055035135,[FREDERIK] LUDVIG,VIBE,[FREDERIK] LUDVIG VIBE,1803,1881,1803-1881,human,male,Norway,"teacher, philologist",0,1,norsk klassiskfilolog og skolemann.,,
peOVi,Q4581225,9198799,pd00000011455411,OLE,VIG,OLE VIG,1824,1857,1824-1857,human,male,Norway,,0,1,norsk folkeopplysningsmann.,,
peVikt2,Q168691,95301792,,,,VIKTOR EMANUEL 2. (Vittorio Emanuele),1820,1878,1820-1878,"human, King",male,Italy,King,0,2,italiensk konge.,,
peVil1,Q150652,43148190,,,,VILHELM 1.,1797,1888,1797-1888,human,male,Germany,,0,3,tysk monark.,,
peAOV,Q303687,36974188,pd00000013662256,AASMUND OLAVSSON,VINJE,AASMUND OLAVSSON VINJE,1818,1870,1818-1870,human,male,Norway,"author, lawyer, journalist",0,4,"norsk forfatter, journalist og jurist.",,
peGV,Q708557,46806494,,GEORG [JOSEPH],VOGLER,GEORG [JOSEPH] VOGLER,1749,1814,1749-1814,human,male,Germany,"vicar, musician",0,1,tysk prest og musiker.,,
peHAV,,,,HELENE ANDREA,VOGT,HELENE ANDREA VOGT,1861,1906,1861-1906,human,female,,married to,0,1,norsk journalisthustru.,NILS VOGT,peNVo
peNVo,Q3360684,103724313,pf01036392088406,NILS,VOGT,NILS VOGT,1859,1927,1859-1927,human,male,Norway,journalist,5,1,norsk pressemann.,,
peNCV,Q1992327,28163468,pf01053257028200,NILS COLLETT,VOGT,NILS COLLETT VOGT,1864,1937,1864-1937,human,male,Norway,author,1,0,norsk forfatter.,,
peVVo,Q6884243,4957216,pf01052055002823,[HENRIK LUDVIG] VOLRATH,VOGT,[HENRIK LUDVIG] VOLRATH VOGT,1817,1889,1817-1889,human,male,Norway,"author, schoolbook author, teacher",2,0,norsk lærer og lærebokforfatter.,,
